name,sec,min,free_sec
2АП,10,0.166667,1605193538
ЧДП,10,0.166667,1605193538
1СП,695,11.5833,1605193550
9СП,695,11.5833,1605193550
13-15СП,535,8.91667,1605193598
ЧГП,545,9.08333,1605194165
4СП,566,9.43333,1605194186
6-12СП,580,9.66667,1605194200
29СП,743,12.3833,1605194369
13-15СП,761,12.6833,1605194393
9СП,769,12.8167,1605194401
1СП,773,12.8833,1605194405
13-15СП,101,1.68333,1605194529
9СП,118,1.96667,1605194546
5-7СП,128,2.13333,1605194556
1АП,180,3.0,1605194608
3СП,180,3.0,1605194608
5-7СП,47,0.783333,1605194628
ЧГП,310,5.16667,1605194716
4СП,384,6.4,1605194790
6-12СП,396,6.6,1605194802
16-18СП,231,3.85,1605194835
8СП,237,3.95,1605194841
29СП,431,7.18333,1605194842
13-15СП,280,4.66667,1605194866
2АП,262,4.36667,1605194866
ЧДП,262,4.36667,1605194866
2СП,265,4.41667,1605194869
9СП,288,4.8,1605194874
1СП,292,4.86667,1605194878
2СП,55,0.916667,1605194946
4СП,62,1.03333,1605194953
6-12СП,75,1.25,1605194966
10-32СП,94,1.56667,1605194985
20-38СП,334,5.56667,1605195007
1АП,206,3.43333,1605195048
3СП,252,4.2,1605195093
5-7СП,257,4.28333,1605195099
16-18СП,208,3.46667,1605195175
8СП,210,3.5,1605195177
2АП,214,3.56667,1605195181
ЧДП,214,3.56667,1605195181
2СП,221,3.68333,1605195188
2АП,9,0.15,1605195215
ЧДП,9,0.15,1605195215
20-38СП,152,2.53333,1605195253
10-32СП,180,3.0,1605195281
30-36СП,194,3.23333,1605195295
28СП,213,3.55,1605195314
1АП,753,12.55,1605197318
3СП,860,14.3333,1605197425
5-7СП,867,14.45,1605197432
ЧГП,962,16.0333,1605197442
2АП,903,15.05,1605197468
ЧДП,903,15.05,1605197468
4СП,991,16.5167,1605197471
6-12СП,1007,16.7833,1605197487
16-18СП,953,15.8833,1605197518
8СП,956,15.9333,1605197521
2СП,968,16.1333,1605197533
2АП,10,0.166667,1605197560
ЧДП,10,0.166667,1605197560
29СП,1177,19.6167,1605197657
13-15СП,1201,20.0167,1605197681
9СП,1209,20.15,1605197689
1СП,1213,20.2167,1605197693
ЧГП,793,13.2167,1605198721
4СП,874,14.5667,1605198802
6-12СП,886,14.7667,1605198814
29СП,929,15.4833,1605198857
13-15СП,954,15.9,1605198882
9СП,963,16.05,1605198891
1СП,967,16.1167,1605198895
1АП,1023,17.05,1605198946
3СП,1056,17.6,1605198978
5-7СП,1059,17.65,1605198982
16-18СП,1241,20.6833,1605199164
8СП,1244,20.7333,1605199167
2АП,1250,20.8333,1605199173
ЧДП,1250,20.8333,1605199173
2СП,1255,20.9167,1605199178
10-32СП,3070,51.1667,1605199197
28СП,3071,51.1833,1605199197
30-36СП,3071,51.1833,1605199197
2АП,10,0.166667,1605199201
ЧДП,10,0.166667,1605199201
14-34СП,257,4.28333,1605199481
28СП,129,2.15,1605199663
30-36СП,143,2.38333,1605199677
10-32СП,170,2.83333,1605199705
20-38СП,187,3.11667,1605199731
ЧГП,306,5.1,1605199773
4СП,329,5.48333,1605199796
6-12СП,342,5.7,1605199809
14-34СП,106,1.76667,1605199866
29СП,527,8.78333,1605199987
13-15СП,544,9.06667,1605200004
9СП,549,9.15,1605200009
1СП,552,9.2,1605200012
21-27СП,6976,116.267,1605200056
2АП,229,3.81667,1605200071
ЧДП,229,3.81667,1605200071
20-38СП,294,4.9,1605200136
10-32СП,304,5.06667,1605200146
6-12СП,312,5.2,1605200154
4СП,316,5.26667,1605200158
2СП,321,5.35,1605200163
2АП,10,0.166667,1605200201
ЧДП,10,0.166667,1605200201
ЧГП,1006,16.7667,1605201195
4СП,1029,17.15,1605201218
6-12СП,1043,17.3833,1605201232
29СП,1305,21.75,1605201487
13-15СП,1323,22.05,1605201505
9СП,1329,22.15,1605201511
1СП,1332,22.2,1605201514
ЧГП,284,4.73333,1605201843
4СП,368,6.13333,1605201926
6-12СП,379,6.31667,1605201938
29СП,416,6.93333,1605201980
13-15СП,403,6.71667,1605202003
9СП,410,6.83333,1605202010
1СП,415,6.91667,1605202015
21-27СП,630,10.5,1605202050
1АП,708,11.8,1605202290
3СП,742,12.3667,1605202324
5-7СП,747,12.45,1605202329
16-18СП,958,15.9667,1605202541
8СП,961,16.0167,1605202544
2АП,967,16.1167,1605202550
ЧДП,967,16.1167,1605202550
2СП,972,16.2,1605202555
2АП,10,0.166667,1605202580
ЧДП,10,0.166667,1605202580
1АП,169,2.81667,1605202613
3СП,240,4.0,1605202684
5-7СП,245,4.08333,1605202689
9СП,257,4.28333,1605202701
13-15СП,278,4.63333,1605202722
21-27СП,583,9.71667,1605203027
НМП,14610,243.5,1605203047
НкАП,14611,243.517,1605203048
НкБП,14611,243.517,1605203048
1АП,348,5.8,1605203065
3СП,398,6.63333,1605203115
5-7СП,405,6.75,1605203122
16-18СП,499,8.31667,1605203210
8СП,502,8.36667,1605203213
2АП,508,8.46667,1605203219
ЧДП,508,8.46667,1605203219
2СП,515,8.58333,1605203226
ЧГП,1132,18.8667,1605203231
2АП,10,0.166667,1605203255
ЧДП,10,0.166667,1605203255
4СП,1164,19.4,1605203263
6-12СП,1182,19.7,1605203281
29СП,375,6.25,1605203423
21-27СП,397,6.61667,1605203445
19-25СП,402,6.7,1605203450
17СП,418,6.96667,1605203466
35-37СП,441,7.35,1605203489
39-41СП,448,7.46667,1605203496
ЧГП,323,5.38333,1605203774
4СП,350,5.83333,1605203801
6-12СП,366,6.1,1605203817
29СП,413,6.88333,1605203875
13-15СП,443,7.38333,1605203900
9СП,452,7.53333,1605203909
1СП,458,7.63333,1605203915
ЧГП,363,6.05,1605204303
20-38СП,68,1.13333,1605204334
4СП,435,7.25,1605204375
6-12СП,447,7.45,1605204387
14-34СП,122,2.03333,1605204404
29СП,486,8.1,1605204432
13-15СП,334,5.56667,1605204457
9СП,341,5.68333,1605204464
1СП,346,5.76667,1605204469
10-32СП,236,3.93333,1605204492
28СП,237,3.95,1605204492
30-36СП,237,3.95,1605204492
1АП,889,14.8167,1605205569
3СП,1006,16.7667,1605205685
НМП,2210,36.8333,1605205690
НкАП,1987,33.1167,1605205690
НкБП,2107,35.1167,1605205690
5-7СП,1012,16.8667,1605205692
2АП,325,5.41667,1605205730
ЧДП,325,5.41667,1605205730
16-18СП,377,6.28333,1605205782
8СП,381,6.35,1605205786
2СП,394,6.56667,1605205799
2АП,10,0.166667,1605205829
ЧДП,10,0.166667,1605205829
39-41СП,373,6.21667,1605206063
35-37СП,382,6.36667,1605206072
17СП,420,7.0,1605206110
19-25СП,426,7.1,1605206116
21-27СП,451,7.51667,1605206141
29СП,457,7.61667,1605206147
19-25СП,19,0.316667,1605206277
6-12СП,389,6.48333,1605206326
2АП,390,6.5,1605206327
ЧДП,390,6.5,1605206327
4СП,394,6.56667,1605206331
2СП,399,6.65,1605206336
35-37СП,98,1.63333,1605206348
39-41СП,98,1.63333,1605206348
2АП,10,0.166667,1605206372
ЧДП,10,0.166667,1605206372
1АП,1087,18.1167,1605206879
3СП,1186,19.7667,1605206977
5-7СП,1191,19.85,1605206983
2АП,534,8.9,1605207016
ЧДП,534,8.9,1605207016
16-18СП,575,9.58333,1605207057
8СП,578,9.63333,1605207060
2СП,589,9.81667,1605207071
2АП,10,0.166667,1605207097
ЧДП,10,0.166667,1605207097
20-38СП,196,3.26667,1605207292
10-32СП,265,4.41667,1605207362
28СП,266,4.43333,1605207362
30-36СП,266,4.43333,1605207362
20-38СП,72,1.2,1605207385
1АП,348,5.8,1605207408
3СП,454,7.56667,1605207514
5-7СП,461,7.68333,1605207521
21-27СП,235,3.91667,1605207548
14-34СП,556,9.26667,1605207552
19-25СП,242,4.03333,1605207555
2АП,360,6.0,1605207556
ЧДП,360,6.0,1605207556
17СП,256,4.26667,1605207569
13-15СП,278,4.63333,1605207599
16-18СП,411,6.85,1605207607
8СП,413,6.88333,1605207609
2СП,425,7.08333,1605207621
9СП,304,5.06667,1605207625
1СП,328,5.46667,1605207649
2АП,10,0.166667,1605207649
ЧДП,10,0.166667,1605207649
1СП,49,0.816667,1605207716
3СП,59,0.983333,1605207726
5-7СП,87,1.45,1605207747
11СП,110,1.83333,1605207770
ЧГП,1292,21.5333,1605209041
4СП,1323,22.05,1605209072
6-12СП,1339,22.3167,1605209088
1АП,196,3.26667,1605209090
11СП,216,3.6,1605209110
5-7СП,253,4.21667,1605209147
29СП,1454,24.2333,1605209208
13-15СП,522,8.7,1605209236
9СП,530,8.83333,1605209244
1СП,534,8.9,1605209248
1АП,15,0.25,1605209401
3СП,507,8.45,1605209401
5-7СП,136,2.26667,1605209410
9СП,152,2.53333,1605209426
13-15СП,193,3.21667,1605209460
17СП,211,3.51667,1605209478
19-25СП,212,3.53333,1605209486
21-27СП,265,4.41667,1605209538
1АП,720,12.0,1605210163
3СП,751,12.5167,1605210194
5-7СП,756,12.6,1605210199
16-18СП,918,15.3,1605210355
8СП,921,15.35,1605210358
2АП,926,15.4333,1605210363
ЧДП,926,15.4333,1605210363
2СП,932,15.5333,1605210369
2АП,10,0.166667,1605210394
ЧДП,10,0.166667,1605210394
ЧГП,663,11.05,1605210579
4СП,761,12.6833,1605210677
6-12СП,778,12.9667,1605210694
29СП,827,13.7833,1605210752
13-15СП,852,14.2,1605210784
9СП,862,14.3667,1605210794
1СП,867,14.45,1605210799
1АП,514,8.56667,1605210868
21-27СП,134,2.23333,1605210901
29СП,141,2.35,1605210908
3СП,623,10.3833,1605210976
5-7СП,629,10.4833,1605210983
2АП,551,9.18333,1605211019
ЧДП,551,9.18333,1605211019
16-18СП,595,9.91667,1605211063
8СП,598,9.96667,1605211066
2СП,610,10.1667,1605211078
2АП,10,0.166667,1605211106
ЧДП,10,0.166667,1605211106
21-27СП,199,3.31667,1605211382
19-25СП,206,3.43333,1605211389
1АП,481,8.01667,1605211547
1СП,373,6.21667,1605211597
9СП,373,6.21667,1605211597
13-15СП,373,6.21667,1605211597
17СП,414,6.9,1605211597
3СП,583,9.71667,1605211649
5-7СП,590,9.83333,1605211656
2АП,460,7.66667,1605211691
ЧДП,460,7.66667,1605211691
16-18СП,499,8.31667,1605211730
8СП,502,8.36667,1605211733
2СП,512,8.53333,1605211743
2АП,10,0.166667,1605211769
ЧДП,10,0.166667,1605211769
6-12СП,265,4.41667,1605212128
4СП,270,4.5,1605212133
2АП,274,4.56667,1605212137
ЧДП,274,4.56667,1605212137
2СП,277,4.61667,1605212140
2АП,11,0.183333,1605212182
ЧДП,11,0.183333,1605212182
ЧГП,489,8.15,1605212658
19-25СП,1294,21.5667,1605212696
4СП,567,9.45,1605212736
6-12СП,579,9.65,1605212748
29СП,631,10.5167,1605212793
13-15СП,657,10.95,1605212819
9СП,665,11.0833,1605212827
1СП,670,11.1667,1605212832
1АП,1212,20.2,1605212942
3СП,1895,31.5833,1605213624
НМП,7888,131.467,1605213978
5-7СП,2294,38.2333,1605214024
2АП,359,5.98333,1605214026
ЧДП,359,5.98333,1605214026
2СП,359,5.98333,1605214026
4СП,359,5.98333,1605214026
6-12СП,359,5.98333,1605214026
19-25СП,153,2.55,1605214132
17СП,229,3.81667,1605214208
35-37СП,229,3.81667,1605214208
39-41СП,229,3.81667,1605214208
19-25СП,71,1.18333,1605214220
21-27СП,115,1.91667,1605214263
1АП,226,3.76667,1605214275
1СП,828,13.8,1605214275
9СП,840,14.0,1605214287
13-15СП,849,14.15,1605214296
29СП,892,14.8667,1605214339
6-12СП,348,5.8,1605214417
ЧГП,350,5.83333,1605214419
4СП,353,5.88333,1605214422
ЧГП,11,0.183333,1605214457
3СП,735,12.25,1605214784
5-7СП,802,13.3667,1605214851
11СП,856,14.2667,1605214905
2АП,855,14.25,1605214930
ЧДП,855,14.25,1605214930
16-18СП,980,16.3333,1605215055
8СП,985,16.4167,1605215060
21-27СП,231,3.85,1605215074
2СП,1004,16.7333,1605215079
2АП,10,0.166667,1605215117
ЧДП,10,0.166667,1605215117
13-15СП,231,3.85,1605215132
9СП,259,4.31667,1605215160
1СП,278,4.63333,1605215179
1СП,50,0.833333,1605215243
3СП,60,1.0,1605215253
5-7СП,89,1.48333,1605215275
11СП,117,1.95,1605215303
1АП,299,4.98333,1605215613
3СП,335,5.58333,1605215649
5-7СП,339,5.65,1605215653
2АП,383,6.38333,1605215704
ЧДП,383,6.38333,1605215704
16-18СП,384,6.4,1605215705
8СП,385,6.41667,1605215706
2СП,393,6.55,1605215714
2АП,10,0.166667,1605215735
ЧДП,10,0.166667,1605215735
1АП,386,6.43333,1605216271
3СП,494,8.23333,1605216378
5-7СП,500,8.33333,1605216385
ЧГП,423,7.05,1605216388
2АП,461,7.68333,1605216420
ЧДП,461,7.68333,1605216420
4СП,465,7.75,1605216430
6-12СП,493,8.21667,1605216458
16-18СП,511,8.51667,1605216470
8СП,514,8.56667,1605216473
2СП,526,8.76667,1605216485
2АП,9,0.15,1605216512
ЧДП,9,0.15,1605216512
11СП,158,2.63333,1605216575
5-7СП,176,2.93333,1605216593
3СП,186,3.1,1605216603
1СП,200,3.33333,1605216617
1СП,101,1.68333,1605216752
9СП,123,2.05,1605216774
13-15СП,147,2.45,1605216805
17СП,171,2.85,1605216829
19-25СП,200,3.33333,1605216858
1АП,292,4.86667,1605216922
29СП,107,1.78333,1605216936
13-15СП,125,2.08333,1605216963
9СП,134,2.23333,1605216972
1СП,140,2.33333,1605216978
3СП,469,7.81667,1605217098
5-7СП,490,8.16667,1605217120
19-25СП,73,1.21667,1605217367
17СП,87,1.45,1605217381
13-15СП,108,1.8,1605217409
9СП,123,2.05,1605217424
5-7СП,134,2.23333,1605217435
1АП,198,3.3,1605217499
3СП,198,3.3,1605217499
5-7СП,60,1.0,1605217521
11СП,75,1.25,1605217536
2АП,297,4.95,1605217610
ЧДП,297,4.95,1605217610
16-18СП,321,5.35,1605217634
8СП,325,5.41667,1605217638
1СП,170,2.83333,1605217647
9СП,170,2.83333,1605217647
13-15СП,170,2.83333,1605217647
2СП,339,5.65,1605217652
2АП,10,0.166667,1605217682
ЧДП,10,0.166667,1605217682
ЧГП,686,11.4333,1605218157
4СП,763,12.7167,1605218234
6-12СП,778,12.9667,1605218249
29СП,827,13.7833,1605218299
13-15СП,418,6.96667,1605218328
9СП,427,7.11667,1605218337
1СП,432,7.2,1605218342
2АП,306,5.1,1605218591
ЧДП,306,5.1,1605218591
16-18СП,410,6.83333,1605218695
8СП,415,6.91667,1605218700
2СП,435,7.25,1605218720
2АП,10,0.166667,1605218758
ЧДП,10,0.166667,1605218758
1АП,583,9.71667,1605219294
3СП,876,14.6,1605219587
5-7СП,908,15.1333,1605219619
11СП,937,15.6167,1605219648
ЧГП,671,11.1833,1605219684
4СП,753,12.55,1605219766
6-12СП,766,12.7667,1605219779
29СП,813,13.55,1605219826
13-15СП,838,13.9667,1605219851
9СП,846,14.1,1605219859
1СП,851,14.1833,1605219864
1АП,288,4.8,1605219960
11СП,494,8.23333,1605220166
5-7СП,637,10.6167,1605220309
ЧГП,445,7.41667,1605220338
1АП,11,0.183333,1605220533
3СП,861,14.35,1605220533
5-7СП,206,3.43333,1605220541
9СП,219,3.65,1605220554
13-15СП,249,4.15,1605220577
4СП,1009,16.8167,1605220901
6-12СП,1036,17.2667,1605220928
29СП,372,6.2,1605220998
13-15СП,405,6.75,1605221031
9СП,416,6.93333,1605221042
1СП,421,7.01667,1605221047
ЧГП,382,6.36667,1605221447
4СП,554,9.23333,1605221618
6-12СП,571,9.51667,1605221636
29СП,624,10.4,1605221696
13-15СП,532,8.86667,1605221726
9СП,542,9.03333,1605221736
1СП,548,9.13333,1605221742
13-15СП,117,1.95,1605221886
9СП,136,2.26667,1605221905
5-7СП,146,2.43333,1605221915
1АП,203,3.38333,1605221972
3СП,203,3.38333,1605221972
5-7СП,56,0.933333,1605221996
11СП,68,1.13333,1605222008
ЧГП,69,1.15,1605222562
4СП,70,1.16667,1605222562
6-12СП,70,1.16667,1605222562
ЧГП,226,3.76667,1605222981
4СП,249,4.15,1605223004
6-12СП,263,4.38333,1605223018
29СП,582,9.7,1605223075
13-15СП,604,10.0667,1605223097
9СП,611,10.1833,1605223104
1СП,616,10.2667,1605223109
11СП,230,3.83333,1605223882
1АП,246,4.1,1605223898
5-7СП,253,4.21667,1605223905
1АП,20,0.333333,1605223999
3СП,347,5.78333,1605223999
5-7СП,77,1.28333,1605224008
9СП,94,1.56667,1605224025
13-15СП,136,2.26667,1605224059
17СП,170,2.83333,1605224093
19-25СП,212,3.53333,1605224135
16-18СП,637,10.6167,1605224361
8СП,644,10.7333,1605224368
2АП,661,11.0167,1605224385
ЧДП,661,11.0167,1605224385
2СП,666,11.1,1605224390
2АП,10,0.166667,1605224422
ЧДП,10,0.166667,1605224422
19-25СП,65,1.08333,1605224501
17СП,82,1.36667,1605224518
13-15СП,128,2.13333,1605224557
1СП,187,3.11667,1605224616
9СП,187,3.11667,1605224616
13-15СП,51,0.85,1605224640
29СП,123,2.05,1605224705
1АП,508,8.46667,1605224771
3СП,606,10.1,1605224869
5-7СП,613,10.2167,1605224876
6-12СП,297,4.95,1605224893
2АП,345,5.75,1605224908
ЧДП,345,5.75,1605224908
ЧГП,355,5.91667,1605224951
4СП,355,5.91667,1605224951
16-18СП,391,6.51667,1605224954
8СП,394,6.56667,1605224957
2СП,405,6.75,1605224968
6-12СП,53,0.883333,1605224971
10-32СП,76,1.26667,1605224994
2АП,10,0.166667,1605224995
ЧДП,10,0.166667,1605224995
20-38СП,419,6.98333,1605225022
1АП,709,11.8167,1605226031
3СП,817,13.6167,1605226139
5-7СП,825,13.75,1605226147
2АП,680,11.3333,1605226185
ЧДП,680,11.3333,1605226185
16-18СП,734,12.2333,1605226239
8СП,737,12.2833,1605226242
2СП,750,12.5,1605226255
2АП,9,0.15,1605226286
ЧДП,9,0.15,1605226286
ЧГП,1308,21.8,1605227381
4СП,1387,23.1167,1605227460
6-12СП,1401,23.35,1605227473
29СП,1446,24.1,1605227519
13-15СП,1474,24.5667,1605227547
9СП,1482,24.7,1605227555
1СП,1488,24.8,1605227561
1АП,1677,27.95,1605227923
3СП,1784,29.7333,1605228028
5-7СП,1789,29.8167,1605228035
2АП,854,14.2333,1605228066
ЧДП,854,14.2333,1605228066
16-18СП,899,14.9833,1605228111
8СП,901,15.0167,1605228113
2СП,913,15.2167,1605228125
2АП,10,0.166667,1605228151
ЧДП,10,0.166667,1605228151
ЧГП,1341,22.35,1605228979
4СП,1422,23.7,1605229060
6-12СП,1435,23.9167,1605229073
29СП,1475,24.5833,1605229119
13-15СП,1396,23.2667,1605229145
9СП,1404,23.4,1605229153
1СП,1409,23.4833,1605229158
ЧГП,727,12.1167,1605230002
4СП,756,12.6,1605230030
6-12СП,770,12.8333,1605230045
29СП,817,13.6167,1605230099
13-15СП,816,13.6,1605230125
9СП,825,13.75,1605230134
1СП,830,13.8333,1605230139
21-27СП,11198,186.633,1605231526
20-38СП,378,6.3,1605231741
10-32СП,395,6.58333,1605231758
30-36СП,401,6.68333,1605231764
28СП,409,6.81667,1605231772
ЧГП,1720,28.6667,1605232009
4СП,1745,29.0833,1605232034
6-12СП,1753,29.2167,1605232042
29СП,1784,29.7333,1605232073
13-15СП,1801,30.0167,1605232090
9СП,1806,30.1,1605232095
1СП,1810,30.1667,1605232099
2АП,266,4.43333,1605232800
ЧДП,266,4.43333,1605232800
2СП,266,4.43333,1605232800
8СП,266,4.43333,1605232800
16-18СП,266,4.43333,1605232800
2АП,27,0.45,1605232911
ЧДП,27,0.45,1605232911
2СП,27,0.45,1605232911
8СП,27,0.45,1605232911
16-18СП,27,0.45,1605232911
2АП,29,0.483333,1605233040
ЧДП,29,0.483333,1605233040
2СП,29,0.483333,1605233040
8СП,29,0.483333,1605233040
16-18СП,29,0.483333,1605233040
ЧГП,1096,18.2667,1605233271
4СП,1173,19.55,1605233348
6-12СП,1186,19.7667,1605233361
29СП,1047,17.45,1605233404
13-15СП,1071,17.85,1605233428
9СП,1079,17.9833,1605233436
1СП,1083,18.05,1605233440
ЧГП,532,8.86667,1605233971
4СП,607,10.1167,1605234046
6-12СП,619,10.3167,1605234058
29СП,656,10.9333,1605234101
13-15СП,518,8.63333,1605234126
9СП,526,8.76667,1605234134
1СП,531,8.85,1605234139
1АП,1654,27.5667,1605234188
3СП,1750,29.1667,1605234284
5-7СП,1756,29.2667,1605234290
2АП,708,11.8,1605234336
ЧДП,708,11.8,1605234336
16-18СП,746,12.4333,1605234374
8СП,749,12.4833,1605234377
2СП,760,12.6667,1605234388
2АП,10,0.166667,1605234416
ЧДП,10,0.166667,1605234416
ЧГП,791,13.1833,1605235180
4СП,873,14.55,1605235262
6-12СП,885,14.75,1605235274
29СП,927,15.45,1605235316
13-15СП,951,15.85,1605235341
9СП,958,15.9667,1605235348
1СП,963,16.05,1605235353
28СП,675,11.25,1605235846
30-36СП,704,11.7333,1605235875
10-32СП,749,12.4833,1605235920
20-38СП,783,13.05,1605235946
ЧГП,423,7.05,1605236137
4СП,516,8.6,1605236230
6-12СП,533,8.88333,1605236247
29СП,590,9.83333,1605236304
13-15СП,622,10.3667,1605236336
9СП,632,10.5333,1605236346
1СП,638,10.6333,1605236352
1АП,673,11.2167,1605236394
3СП,766,12.7667,1605236487
5-7СП,773,12.8833,1605236494
2АП,811,13.5167,1605236532
ЧДП,811,13.5167,1605236532
16-18СП,851,14.1833,1605236572
8СП,854,14.2333,1605236575
2СП,865,14.4167,1605236586
2АП,10,0.166667,1605236613
ЧДП,10,0.166667,1605236613
21-27СП,281,4.68333,1605236720
13-15СП,351,5.85,1605236790
9СП,405,6.75,1605236844
1СП,445,7.41667,1605236884
1СП,185,3.08333,1605237083
3СП,192,3.2,1605237090
5-7СП,215,3.58333,1605237106
11СП,227,3.78333,1605237117
1АП,185,3.08333,1605237316
3СП,291,4.85,1605237421
5-7СП,297,4.95,1605237428
2АП,331,5.51667,1605237468
ЧДП,331,5.51667,1605237468
16-18СП,381,6.35,1605237518
8СП,384,6.4,1605237521
2СП,396,6.6,1605237533
2АП,10,0.166667,1605237560
ЧДП,10,0.166667,1605237560
11СП,176,2.93333,1605238314
5-7СП,202,3.36667,1605238340
1АП,274,4.56667,1605238412
3СП,274,4.56667,1605238412
5-7СП,61,1.01667,1605238427
9СП,80,1.33333,1605238446
13-15СП,99,1.65,1605238465
21-27СП,172,2.86667,1605238531
20-38СП,291,4.85,1605238671
10-32СП,324,5.4,1605238705
30-36СП,342,5.7,1605238722
28СП,359,5.98333,1605238739
ЧГП,714,11.9,1605239253
4СП,1304,21.7333,1605239842
6-12СП,1400,23.3333,1605239939
29СП,1582,26.3667,1605240121
13-15СП,1637,27.2833,1605240182
9СП,1655,27.5833,1605240200
1СП,1666,27.7667,1605240211
1АП,862,14.3667,1605241425
3СП,895,14.9167,1605241457
5-7СП,900,15.0,1605241463
28СП,1378,22.9667,1605241607
30-36СП,1397,23.2833,1605241626
16-18СП,1056,17.6,1605241628
8СП,1059,17.65,1605241631
2АП,1065,17.75,1605241637
ЧДП,1065,17.75,1605241637
2СП,1070,17.8333,1605241642
10-32СП,1435,23.9167,1605241665
2АП,10,0.166667,1605241667
ЧДП,10,0.166667,1605241667
20-38СП,534,8.9,1605241688
ЧГП,537,8.95,1605241901
4СП,689,11.4833,1605242053
6-12СП,723,12.05,1605242087
29СП,811,13.5167,1605242175
13-15СП,855,14.25,1605242219
9СП,868,14.4667,1605242232
1СП,876,14.6,1605242240
1АП,488,8.13333,1605242782
3СП,586,9.76667,1605242879
5-7СП,590,9.83333,1605242884
2АП,626,10.4333,1605242920
ЧДП,626,10.4333,1605242920
16-18СП,666,11.1,1605242960
8СП,669,11.15,1605242963
2СП,680,11.3333,1605242974
2АП,9,0.15,1605243000
ЧДП,9,0.15,1605243000
ЧГП,903,15.05,1605243136
4СП,1077,17.95,1605243310
6-12СП,1145,19.0833,1605243378
29СП,1252,20.8667,1605243490
13-15СП,948,15.8,1605243535
9СП,961,16.0167,1605243548
1СП,968,16.1333,1605243555
21-27СП,230,3.83333,1605243772
1АП,168,2.8,1605243790
13-15СП,215,3.58333,1605243837
9СП,244,4.06667,1605243866
5-7СП,261,4.35,1605243883
1АП,12,0.2,1605244036
3СП,414,6.9,1605244036
5-7СП,152,2.53333,1605244060
11СП,215,3.58333,1605244123
1АП,454,7.56667,1605244615
3СП,498,8.3,1605244658
5-7СП,504,8.4,1605244665
11СП,80,1.33333,1605244825
5-7СП,99,1.65,1605244844
16-18СП,690,11.5,1605244845
8СП,693,11.55,1605244848
2АП,699,11.65,1605244854
ЧДП,699,11.65,1605244854
2СП,705,11.75,1605244860
2АП,10,0.166667,1605244887
ЧДП,10,0.166667,1605244887
1АП,157,2.61667,1605244902
3СП,157,2.61667,1605244902
5-7СП,43,0.716667,1605244913
9СП,57,0.95,1605244927
13-15СП,80,1.33333,1605244943
21-27СП,136,2.26667,1605244999
ЧГП,573,9.55,1605245128
4СП,601,10.0167,1605245156
6-12СП,616,10.2667,1605245171
29СП,533,8.88333,1605245334
13-15СП,408,6.8,1605245381
9СП,420,7.0,1605245393
1СП,426,7.1,1605245399
1АП,586,9.76667,1605245525
3СП,618,10.3,1605245556
5-7СП,622,10.3667,1605245561
НМП,31361,522.683,1605245569
НкАП,39613,660.217,1605245570
НкБП,39518,658.633,1605245570
16-18СП,803,13.3833,1605245761
8СП,805,13.4167,1605245763
2АП,807,13.45,1605245765
ЧДП,807,13.45,1605245765
2СП,813,13.55,1605245771
2АП,10,0.166667,1605245791
ЧДП,10,0.166667,1605245791
ЧГП,809,13.4833,1605246208
4СП,832,13.8667,1605246231
6-12СП,844,14.0667,1605246243
29СП,806,13.4333,1605246376
21-27СП,832,13.8667,1605246402
19-25СП,837,13.95,1605246407
17СП,856,14.2667,1605246426
35-37СП,889,14.8167,1605246459
39-41СП,901,15.0167,1605246471
ЧГП,289,4.81667,1605246670
4СП,367,6.11667,1605246748
6-12СП,380,6.33333,1605246761
29СП,393,6.55,1605246807
13-15СП,425,7.08333,1605246832
9СП,432,7.2,1605246839
1СП,437,7.28333,1605246844
19-25СП,51,0.85,1605247364
1АП,698,11.6333,1605247375
14-34СП,16,0.266667,1605247401
20-38СП,35,0.583333,1605247413
3СП,743,12.3833,1605247419
5-7СП,749,12.4833,1605247426
35-37СП,110,1.83333,1605247430
39-41СП,110,1.83333,1605247430
28СП,174,2.9,1605247501
30-36СП,174,2.9,1605247501
10-32СП,173,2.88333,1605247501
16-18СП,812,13.5333,1605247506
8СП,815,13.5833,1605247509
2АП,823,13.7167,1605247517
ЧДП,823,13.7167,1605247517
2СП,825,13.75,1605247519
2АП,10,0.166667,1605247545
ЧДП,10,0.166667,1605247545
35-37СП,99,1.65,1605247579
ЧГП,548,9.13333,1605247602
35-37СП,71,1.18333,1605247672
4СП,655,10.9167,1605247709
6-12СП,669,11.15,1605247723
29СП,715,11.9167,1605247770
13-15СП,741,12.35,1605247796
9СП,749,12.4833,1605247804
1СП,755,12.5833,1605247810
ЧГП,348,5.8,1605248151
1АП,691,11.5167,1605248223
4СП,434,7.23333,1605248237
6-12СП,447,7.45,1605248250
29СП,492,8.2,1605248300
3СП,786,13.1,1605248317
5-7СП,791,13.1833,1605248323
13-15СП,355,5.91667,1605248328
9СП,364,6.06667,1605248337
1СП,369,6.15,1605248342
2АП,544,9.06667,1605248358
ЧДП,544,9.06667,1605248358
16-18СП,585,9.75,1605248399
8СП,587,9.78333,1605248401
2СП,598,9.96667,1605248412
2АП,10,0.166667,1605248437
ЧДП,10,0.166667,1605248437
НкБП,2509,41.8167,1605249113
1СП,1140,19.0,1605249113
9СП,1140,19.0,1605249113
11СП,4368,72.8,1605249113
13-15СП,1140,19.0,1605249113
8СП,1299,21.65,1605249113
