name,sec,min,free_sec
2АП,10,0.166667,1604999005
ЧДП,10,0.166667,1604999005
1АП,456,7.6,1604999661
20-38СП,128,2.13333,1604999769
3СП,573,9.55,1604999777
5-7СП,579,9.65,1604999784
2АП,609,10.15,1604999821
ЧДП,609,10.15,1604999821
16-18СП,660,11.0,1604999872
8СП,663,11.05,1604999875
2СП,675,11.25,1604999887
20-38СП,99,1.65,1604999903
2АП,10,0.166667,1604999915
ЧДП,10,0.166667,1604999915
10-32СП,119,1.98333,1604999924
6-12СП,134,2.23333,1604999939
ЧГП,257,4.28333,1605000062
4СП,257,4.28333,1605000062
6-12СП,68,1.13333,1605000097
16-18СП,90,1.5,1605000119
14-34СП,456,7.6,1605000192
1АП,278,4.63333,1605000438
3СП,375,6.25,1605000534
5-7СП,380,6.33333,1605000540
2АП,399,6.65,1605000572
ЧДП,399,6.65,1605000572
16-18СП,440,7.33333,1605000613
8СП,443,7.38333,1605000616
2СП,453,7.55,1605000626
2АП,10,0.166667,1605000651
ЧДП,10,0.166667,1605000651
1АП,305,5.08333,1605000919
3СП,379,6.31667,1605000993
5-7СП,389,6.48333,1605001003
16-18СП,145,2.41667,1605001300
8СП,148,2.46667,1605001303
2АП,152,2.53333,1605001307
ЧДП,152,2.53333,1605001307
2СП,159,2.65,1605001314
2АП,9,0.15,1605001341
ЧДП,9,0.15,1605001341
ЧГП,611,10.1833,1605003320
4СП,632,10.5333,1605003341
6-12СП,643,10.7167,1605003352
29СП,755,12.5833,1605003464
13-15СП,772,12.8667,1605003487
1АП,722,12.0333,1605003492
9СП,778,12.9667,1605003493
1СП,782,13.0333,1605003497
3СП,805,13.4167,1605003574
5-7СП,819,13.65,1605003589
ЧГП,420,7.0,1605003909
16-18СП,126,2.1,1605003953
8СП,129,2.15,1605003956
2АП,138,2.3,1605003965
ЧДП,138,2.3,1605003965
2СП,141,2.35,1605003968
4СП,494,8.23333,1605003983
2АП,9,0.15,1605003993
ЧДП,9,0.15,1605003993
6-12СП,506,8.43333,1605003995
29СП,543,9.05,1605004038
13-15СП,456,7.6,1605004064
9СП,464,7.73333,1605004072
1СП,468,7.8,1605004076
2АП,214,3.56667,1605004225
ЧДП,214,3.56667,1605004225
16-18СП,314,5.23333,1605004325
8СП,323,5.38333,1605004334
2СП,361,6.01667,1605004372
2СП,491,8.18333,1605004877
4СП,503,8.38333,1605004889
6-12СП,719,11.9833,1605004913
10-32СП,754,12.5667,1605004948
20-38СП,1245,20.75,1605005012
1АП,1545,25.75,1605006676
3СП,1640,27.3333,1605006770
5-7СП,1645,27.4167,1605006776
2АП,564,9.4,1605006810
ЧДП,564,9.4,1605006810
16-18СП,609,10.15,1605006855
8СП,611,10.1833,1605006857
2СП,622,10.3667,1605006868
2АП,10,0.166667,1605006894
ЧДП,10,0.166667,1605006894
1АП,419,6.98333,1605007315
ЧГП,675,11.25,1605007326
4СП,749,12.4833,1605007400
6-12СП,761,12.6833,1605007412
3СП,528,8.8,1605007423
5-7СП,534,8.9,1605007430
29СП,806,13.4333,1605007457
2АП,415,6.91667,1605007475
ЧДП,415,6.91667,1605007475
13-15СП,832,13.8667,1605007483
9СП,840,14.0,1605007491
1СП,846,14.1,1605007497
16-18СП,455,7.58333,1605007515
8СП,458,7.63333,1605007518
2СП,470,7.83333,1605007530
2АП,10,0.166667,1605007558
ЧДП,10,0.166667,1605007558
1АП,405,6.75,1605007981
3СП,473,7.88333,1605008049
5-7СП,483,8.05,1605008059
16-18СП,342,5.7,1605008173
2АП,343,5.71667,1605008174
ЧДП,343,5.71667,1605008174
8СП,345,5.75,1605008176
2СП,358,5.96667,1605008189
2АП,10,0.166667,1605008218
ЧДП,10,0.166667,1605008218
ЧГП,711,11.85,1605008553
4СП,797,13.2833,1605008639
6-12СП,811,13.5167,1605008653
29СП,854,14.2333,1605008701
13-15СП,565,9.41667,1605008727
9СП,573,9.55,1605008735
1СП,578,9.63333,1605008740
20-38СП,111,1.85,1605008791
10-32СП,132,2.2,1605008813
6-12СП,148,2.46667,1605008829
4СП,155,2.58333,1605008836
2АП,161,2.68333,1605008842
ЧДП,161,2.68333,1605008842
2СП,164,2.73333,1605008845
2СП,75,1.25,1605008934
8СП,422,7.03333,1605008942
14-34СП,439,7.31667,1605008959
11СП,223,3.71667,1605009824
5-7СП,243,4.05,1605009844
1АП,304,5.06667,1605009905
3СП,304,5.06667,1605009905
5-7СП,55,0.916667,1605009926
11СП,69,1.15,1605009940
1АП,297,4.95,1605010257
3СП,402,6.7,1605010361
5-7СП,406,6.76667,1605010366
2АП,433,7.21667,1605010399
ЧДП,433,7.21667,1605010399
16-18СП,477,7.95,1605010443
8СП,480,8.0,1605010446
2СП,491,8.18333,1605010457
2АП,9,0.15,1605010482
ЧДП,9,0.15,1605010482
ЧГП,325,5.41667,1605011267
4СП,345,5.75,1605011287
6-12СП,358,5.96667,1605011300
1АП,513,8.55,1605011344
3СП,550,9.16667,1605011380
5-7СП,554,9.23333,1605011385
29СП,504,8.4,1605011446
13-15СП,521,8.68333,1605011463
9СП,526,8.76667,1605011468
1СП,529,8.81667,1605011471
16-18СП,729,12.15,1605011560
8СП,732,12.2,1605011563
2АП,737,12.2833,1605011568
ЧДП,737,12.2833,1605011568
2СП,742,12.3667,1605011573
2АП,10,0.166667,1605011596
ЧДП,10,0.166667,1605011596
11СП,194,3.23333,1605011712
5-7СП,210,3.5,1605011728
3СП,219,3.65,1605011737
1СП,230,3.83333,1605011748
1СП,108,1.8,1605011878
1АП,137,2.28333,1605011900
9СП,132,2.2,1605011902
13-15СП,401,6.68333,1605011931
17СП,414,6.9,1605011944
19-25СП,414,6.9,1605011951
21-27СП,456,7.6,1605011992
ЧГП,363,6.05,1605012220
4СП,388,6.46667,1605012245
6-12СП,402,6.7,1605012259
29СП,424,7.06667,1605012379
13-15СП,440,7.33333,1605012401
9СП,446,7.43333,1605012407
1СП,449,7.48333,1605012410
3СП,664,11.0667,1605012427
5-7СП,682,11.3667,1605012445
1СП,38,0.633333,1605012495
9СП,38,0.633333,1605012495
13-15СП,38,0.633333,1605012495
2АП,350,5.83333,1605012516
ЧДП,350,5.83333,1605012516
1АП,76,1.26667,1605012561
16-18СП,417,6.95,1605012583
8СП,420,7.0,1605012586
2СП,436,7.26667,1605012602
1СП,95,1.58333,1605012603
9СП,95,1.58333,1605012603
13-15СП,95,1.58333,1605012603
2АП,10,0.166667,1605012634
ЧДП,10,0.166667,1605012634
3СП,151,2.51667,1605012635
5-7СП,160,2.66667,1605012645
11СП,169,2.81667,1605012654
1АП,353,5.88333,1605013027
21-27СП,132,2.2,1605013055
13-15СП,192,3.2,1605013115
9СП,220,3.66667,1605013143
1СП,237,3.95,1605013160
16-18СП,220,3.66667,1605013238
8СП,225,3.75,1605013243
2АП,241,4.01667,1605013259
ЧДП,241,4.01667,1605013259
2СП,244,4.06667,1605013262
2АП,10,0.166667,1605013296
ЧДП,10,0.166667,1605013296
3СП,818,13.6333,1605013491
5-7СП,859,14.3167,1605013533
1СП,52,0.866667,1605013617
3СП,61,1.01667,1605013626
5-7СП,87,1.45,1605013645
11СП,100,1.66667,1605013658
1АП,151,2.51667,1605013832
ЧГП,401,6.68333,1605013889
3СП,233,3.88333,1605013914
5-7СП,245,4.08333,1605013926
11СП,255,4.25,1605013936
4СП,479,7.98333,1605013967
6-12СП,494,8.23333,1605013982
29СП,539,8.98333,1605014033
13-15СП,397,6.61667,1605014062
9СП,406,6.76667,1605014071
1СП,412,6.86667,1605014077
2АП,312,5.2,1605014592
ЧДП,312,5.2,1605014592
11СП,229,3.81667,1605014607
1АП,238,3.96667,1605014616
5-7СП,249,4.15,1605014627
16-18СП,395,6.58333,1605014675
8СП,401,6.68333,1605014681
2СП,423,7.05,1605014703
1АП,17,0.283333,1605014742
3СП,364,6.06667,1605014742
2АП,10,0.166667,1605014746
ЧДП,10,0.166667,1605014746
5-7СП,98,1.63333,1605014751
9СП,116,1.93333,1605014769
13-15СП,183,3.05,1605014790
ЧГП,732,12.2,1605014877
21-27СП,298,4.96667,1605014897
4СП,823,13.7167,1605014968
6-12СП,836,13.9333,1605014981
29СП,877,14.6167,1605015028
13-15СП,229,3.81667,1605015052
9СП,236,3.93333,1605015059
1СП,241,4.01667,1605015064
16-18СП,366,6.1,1605015415
8СП,371,6.18333,1605015420
2АП,382,6.36667,1605015431
ЧДП,382,6.36667,1605015431
2СП,386,6.43333,1605015435
2АП,9,0.15,1605015462
ЧДП,9,0.15,1605015462
1АП,937,15.6167,1605015737
ЧГП,397,6.61667,1605015794
4СП,485,8.08333,1605015882
6-12СП,499,8.31667,1605015896
29СП,540,9.0,1605015943
13-15СП,458,7.63333,1605015968
9СП,466,7.76667,1605015976
1СП,471,7.85,1605015981
21-27СП,147,2.45,1605016171
13-15СП,181,3.01667,1605016221
9СП,208,3.46667,1605016248
1СП,238,3.96667,1605016278
3СП,1519,25.3167,1605016319
5-7СП,1563,26.05,1605016363
1СП,62,1.03333,1605016457
3СП,72,1.2,1605016467
5-7СП,98,1.63333,1605016486
11СП,113,1.88333,1605016501
2АП,275,4.58333,1605016529
ЧДП,275,4.58333,1605016529
16-18СП,368,6.13333,1605016622
8СП,373,6.21667,1605016627
2СП,392,6.53333,1605016646
2АП,9,0.15,1605016683
ЧДП,9,0.15,1605016683
1АП,158,2.63333,1605016705
3СП,252,4.2,1605016798
5-7СП,268,4.46667,1605016815
11СП,283,4.71667,1605016830
ЧГП,385,6.41667,1605017343
4СП,466,7.76667,1605017424
6-12СП,478,7.96667,1605017436
29СП,522,8.7,1605017480
13-15СП,546,9.1,1605017504
9СП,554,9.23333,1605017512
1СП,559,9.31667,1605017517
16-18СП,159,2.65,1605017526
8СП,165,2.75,1605017532
2АП,177,2.95,1605017544
ЧДП,177,2.95,1605017544
2СП,189,3.15,1605017556
2АП,10,0.166667,1605017597
ЧДП,10,0.166667,1605017597
11СП,268,4.46667,1605017698
1АП,269,4.48333,1605017699
5-7СП,289,4.81667,1605017719
1АП,15,0.25,1605017837
3СП,407,6.78333,1605017837
5-7СП,100,1.66667,1605017846
9СП,117,1.95,1605017863
13-15СП,224,3.73333,1605017884
ЧГП,536,8.93333,1605018226
4СП,612,10.2,1605018302
6-12СП,625,10.4167,1605018315
29СП,664,11.0667,1605018360
13-15СП,452,7.53333,1605018385
9СП,460,7.66667,1605018393
1СП,464,7.73333,1605018397
21-27СП,1464,24.4,1605018946
1АП,533,8.88333,1605018991
13-15СП,195,3.25,1605019006
9СП,230,3.83333,1605019041
1СП,254,4.23333,1605019065
3СП,948,15.8,1605019405
5-7СП,995,16.5833,1605019453
1СП,102,1.7,1605019586
3СП,110,1.83333,1605019594
5-7СП,134,2.23333,1605019611
11СП,146,2.43333,1605019623
1АП,302,5.03333,1605020496
3СП,371,6.18333,1605020564
5-7СП,379,6.31667,1605020573
11СП,387,6.45,1605020581
16-18СП,575,9.58333,1605020784
8СП,579,9.65,1605020788
11СП,188,3.13333,1605020792
2АП,585,9.75,1605020794
ЧДП,585,9.75,1605020794
2СП,594,9.9,1605020803
5-7СП,207,3.45,1605020811
2АП,10,0.166667,1605020826
ЧДП,10,0.166667,1605020826
1АП,299,4.98333,1605020903
3СП,299,4.98333,1605020903
5-7СП,49,0.816667,1605020913
9СП,66,1.1,1605020930
13-15СП,388,6.46667,1605020963
17СП,407,6.78333,1605020982
19-25СП,429,7.15,1605021004
2АП,319,5.31667,1605021281
ЧДП,319,5.31667,1605021281
16-18СП,419,6.98333,1605021381
8СП,424,7.06667,1605021386
2СП,443,7.38333,1605021405
ЧГП,919,15.3167,1605021424
2АП,10,0.166667,1605021442
ЧДП,10,0.166667,1605021442
4СП,942,15.7,1605021446
6-12СП,957,15.95,1605021461
29СП,1077,17.95,1605021588
13-15СП,593,9.88333,1605021608
9СП,599,9.98333,1605021614
1СП,602,10.0333,1605021617
1АП,470,7.83333,1605021856
3СП,525,8.75,1605021911
5-7СП,532,8.86667,1605021918
16-18СП,413,6.88333,1605022006
8СП,416,6.93333,1605022009
2АП,421,7.01667,1605022014
ЧДП,421,7.01667,1605022014
2СП,428,7.13333,1605022021
2АП,10,0.166667,1605022049
ЧДП,10,0.166667,1605022049
1АП,1220,20.3333,1605023254
3СП,1342,22.3667,1605023376
5-7СП,1351,22.5167,1605023385
2АП,807,13.45,1605023435
ЧДП,807,13.45,1605023435
16-18СП,854,14.2333,1605023482
8СП,858,14.3,1605023486
2СП,870,14.5,1605023498
2АП,9,0.15,1605023526
ЧДП,9,0.15,1605023526
19-25СП,82,1.36667,1605023534
17СП,139,2.31667,1605023591
19-25СП,53,0.883333,1605023601
21-27СП,92,1.53333,1605023640
29СП,100,1.66667,1605023648
6-12СП,271,4.51667,1605023836
4СП,277,4.61667,1605023842
2АП,283,4.71667,1605023848
ЧДП,283,4.71667,1605023848
2СП,285,4.75,1605023850
2СП,113,1.88333,1605024015
4СП,121,2.01667,1605024023
6-12СП,91,1.51667,1605024039
10-32СП,114,1.9,1605024062
20-38СП,199,3.31667,1605024101
ЧГП,609,10.15,1605024717
4СП,636,10.6,1605024744
20-38СП,142,2.36667,1605024747
6-12СП,652,10.8667,1605024760
10-32СП,175,2.91667,1605024781
30-36СП,191,3.18333,1605024796
28СП,209,3.48333,1605024814
29СП,761,12.6833,1605024907
13-15СП,790,13.1667,1605024930
9СП,797,13.2833,1605024937
1СП,801,13.35,1605024941
1АП,1622,27.0333,1605026116
3СП,1654,27.5667,1605026148
5-7СП,1661,27.6833,1605026155
16-18СП,1841,30.6833,1605026335
8СП,1844,30.7333,1605026338
2АП,1849,30.8167,1605026343
ЧДП,1849,30.8167,1605026343
2СП,1853,30.8833,1605026347
2АП,10,0.166667,1605026369
ЧДП,10,0.166667,1605026369
1АП,313,5.21667,1605026730
3СП,424,7.06667,1605026841
5-7СП,431,7.18333,1605026848
2АП,378,6.3,1605026876
ЧДП,378,6.3,1605026876
16-18СП,437,7.28333,1605026935
8СП,440,7.33333,1605026938
2СП,453,7.55,1605026951
ЧГП,1148,19.1333,1605026969
2АП,10,0.166667,1605026980
ЧДП,10,0.166667,1605026980
4СП,1176,19.6,1605026997
6-12СП,1191,19.85,1605027012
28СП,1564,26.0667,1605027110
30-36СП,1580,26.3333,1605027126
10-32СП,1624,27.0667,1605027170
29СП,1355,22.5833,1605027177
13-15СП,1372,22.8667,1605027194
9СП,1378,22.9667,1605027200
1СП,1381,23.0167,1605027203
20-38СП,133,2.21667,1605027212
ЧГП,840,14.0,1605028462
4СП,864,14.4,1605028486
6-12СП,878,14.6333,1605028500
29СП,1075,17.9167,1605028697
13-15СП,1097,18.2833,1605028719
9СП,1104,18.4,1605028726
1СП,1109,18.4833,1605028731
1АП,1801,30.0167,1605029465
3СП,1835,30.5833,1605029498
5-7СП,1839,30.65,1605029503
ЧГП,746,12.4333,1605029656
16-18СП,2056,34.2667,1605029720
8СП,2060,34.3333,1605029724
2АП,2067,34.45,1605029731
ЧДП,2067,34.45,1605029731
4СП,821,13.6833,1605029731
2СП,2072,34.5333,1605029736
6-12СП,833,13.8833,1605029743
2АП,10,0.166667,1605029763
ЧДП,10,0.166667,1605029763
29СП,878,14.6333,1605029789
13-15СП,904,15.0667,1605029815
9СП,912,15.2,1605029823
1СП,918,15.3,1605029829
1АП,356,5.93333,1605030112
3СП,469,7.81667,1605030224
5-7СП,475,7.91667,1605030231
2АП,309,5.15,1605030271
ЧДП,309,5.15,1605030271
16-18СП,356,5.93333,1605030318
8СП,359,5.98333,1605030321
2СП,371,6.18333,1605030333
2АП,10,0.166667,1605030361
ЧДП,10,0.166667,1605030361
ЧГП,498,8.3,1605030450
4СП,525,8.75,1605030477
6-12СП,542,9.03333,1605030494
29СП,663,11.05,1605030635
21-27СП,685,11.4167,1605030657
19-25СП,689,11.4833,1605030661
17СП,704,11.7333,1605030676
35-37СП,729,12.15,1605030701
39-41СП,737,12.2833,1605030709
1АП,459,7.65,1605031026
3СП,505,8.41667,1605031071
5-7СП,510,8.5,1605031077
16-18СП,580,9.66667,1605031162
8СП,583,9.71667,1605031165
2АП,593,9.88333,1605031175
ЧДП,593,9.88333,1605031175
2СП,595,9.91667,1605031177
2АП,10,0.166667,1605031205
ЧДП,10,0.166667,1605031205
ЧГП,557,9.28333,1605031276
4СП,640,10.6667,1605031359
6-12СП,654,10.9,1605031373
29СП,704,11.7333,1605031423
13-15СП,731,12.1833,1605031450
9СП,740,12.3333,1605031459
1СП,745,12.4167,1605031464
19-25СП,21,0.35,1605031553
1АП,797,13.2833,1605032029
14-34СП,239,3.98333,1605032036
3СП,913,15.2167,1605032144
5-7СП,920,15.3333,1605032152
2АП,814,13.5667,1605032190
ЧДП,814,13.5667,1605032190
16-18СП,865,14.4167,1605032241
8СП,869,14.4833,1605032245
2СП,881,14.6833,1605032257
2АП,10,0.166667,1605032284
ЧДП,10,0.166667,1605032284
10-32СП,134,2.23333,1605032568
20-38СП,134,2.23333,1605032568
28СП,134,2.23333,1605032568
30-36СП,134,2.23333,1605032568
НкАП,1874,31.2333,1605032793
НкБП,1993,33.2167,1605032793
НМП,2164,36.0667,1605032856
39-41СП,484,8.06667,1605033277
35-37СП,495,8.25,1605033288
17СП,476,7.93333,1605033333
19-25СП,483,8.05,1605033340
21-27СП,506,8.43333,1605033363
29СП,511,8.51667,1605033368
35-37СП,69,1.15,1605033502
39-41СП,69,1.15,1605033502
6-12СП,661,11.0167,1605033523
2АП,662,11.0333,1605033524
ЧДП,662,11.0333,1605033524
4СП,666,11.1,1605033528
2СП,671,11.1833,1605033533
2АП,9,0.15,1605033565
ЧДП,9,0.15,1605033565
35-37СП,82,1.36667,1605033685
2АП,36,0.6,1605033686
ЧДП,36,0.6,1605033686
2СП,36,0.6,1605033686
8СП,36,0.6,1605033686
16-18СП,36,0.6,1605033686
ЧГП,164,2.73333,1605033714
4СП,232,3.86667,1605033782
6-12СП,244,4.06667,1605033794
29СП,250,4.16667,1605033837
13-15СП,273,4.55,1605033860
9СП,280,4.66667,1605033867
1СП,285,4.75,1605033872
35-37СП,72,1.2,1605033890
1АП,445,7.41667,1605033935
3СП,576,9.6,1605034066
5-7СП,583,9.71667,1605034073
2АП,345,5.75,1605034096
ЧДП,345,5.75,1605034096
16-18СП,398,6.63333,1605034149
8СП,400,6.66667,1605034151
2СП,411,6.85,1605034162
2АП,9,0.15,1605034187
ЧДП,9,0.15,1605034187
20-38СП,95,1.58333,1605034289
14-34СП,172,2.86667,1605034296
10-32СП,116,1.93333,1605034311
6-12СП,130,2.16667,1605034325
4СП,138,2.3,1605034333
2АП,144,2.4,1605034339
ЧДП,144,2.4,1605034339
2СП,148,2.46667,1605034343
2СП,73,1.21667,1605034444
8СП,228,3.8,1605034451
16-18СП,245,4.08333,1605034468
1АП,605,10.0833,1605034767
ЧГП,331,5.51667,1605034796
3СП,711,11.85,1605034873
5-7СП,718,11.9667,1605034880
4СП,428,7.13333,1605034893
6-12СП,443,7.38333,1605034908
2АП,388,6.46667,1605034913
ЧДП,388,6.46667,1605034913
16-18СП,433,7.21667,1605034958
8СП,435,7.25,1605034960
29СП,491,8.18333,1605034961
2СП,446,7.43333,1605034971
13-15СП,521,8.68333,1605034991
2АП,10,0.166667,1605034997
ЧДП,10,0.166667,1605034997
9СП,530,8.83333,1605035000
1СП,536,8.93333,1605035006
11СП,55,0.916667,1605035011
5-7СП,78,1.3,1605035034
1АП,157,2.61667,1605035113
3СП,157,2.61667,1605035113
5-7СП,50,0.833333,1605035133
11СП,65,1.08333,1605035148
ЧГП,1078,17.9667,1605036179
4СП,1105,18.4167,1605036206
6-12СП,1119,18.65,1605036220
29СП,1249,20.8167,1605036355
13-15СП,1013,16.8833,1605036383
9СП,1020,17.0,1605036390
1СП,1024,17.0667,1605036394
1АП,295,4.91667,1605036875
11СП,328,5.46667,1605036908
5-7СП,367,6.11667,1605036947
1АП,14,0.233333,1605037096
3СП,516,8.6,1605037096
5-7СП,132,2.2,1605037104
9СП,152,2.53333,1605037124
13-15СП,430,7.16667,1605037163
1АП,204,3.4,1605037398
3СП,244,4.06667,1605037437
5-7СП,249,4.15,1605037443
16-18СП,383,6.38333,1605037582
8СП,386,6.43333,1605037585
2АП,391,6.51667,1605037590
ЧДП,391,6.51667,1605037590
2СП,395,6.58333,1605037594
2АП,10,0.166667,1605037617
ЧДП,10,0.166667,1605037617
1АП,404,6.73333,1605038068
3СП,499,8.31667,1605038162
5-7СП,504,8.4,1605038168
2АП,447,7.45,1605038200
ЧДП,447,7.45,1605038200
13-15СП,91,1.51667,1605038243
16-18СП,492,8.2,1605038245
8СП,494,8.23333,1605038247
2СП,505,8.41667,1605038258
2АП,9,0.15,1605038283
ЧДП,9,0.15,1605038283
1СП,220,3.66667,1605038372
9СП,220,3.66667,1605038372
13-15СП,63,1.05,1605038393
29СП,135,2.25,1605038455
6-12СП,231,3.85,1605038580
14-34СП,270,4.5,1605038649
ЧГП,315,5.25,1605038664
4СП,315,5.25,1605038664
6-12СП,68,1.13333,1605038685
10-32СП,97,1.61667,1605038714
1АП,260,4.33333,1605038779
20-38СП,228,3.8,1605038794
3СП,389,6.48333,1605038907
5-7СП,395,6.58333,1605038914
2АП,325,5.41667,1605038952
ЧДП,325,5.41667,1605038952
16-18СП,376,6.26667,1605039003
8СП,379,6.31667,1605039006
1СП,268,4.46667,1605039015
2СП,390,6.5,1605039017
9СП,282,4.7,1605039029
13-15СП,291,4.85,1605039038
2АП,10,0.166667,1605039044
ЧДП,10,0.166667,1605039044
29СП,342,5.7,1605039089
6-12СП,281,4.68333,1605039417
4СП,285,4.75,1605039421
2АП,286,4.76667,1605039422
ЧДП,286,4.76667,1605039422
2СП,289,4.81667,1605039425
2АП,9,0.15,1605039463
ЧДП,9,0.15,1605039463
ЧГП,667,11.1167,1605040947
4СП,761,12.6833,1605041041
6-12СП,776,12.9333,1605041056
29СП,827,13.7833,1605041107
13-15СП,854,14.2333,1605041134
9СП,862,14.3667,1605041142
1СП,868,14.4667,1605041148
1АП,921,15.35,1605041916
3СП,1013,16.8833,1605042007
5-7СП,1018,16.9667,1605042013
2АП,733,12.2167,1605042047
ЧДП,733,12.2167,1605042047
16-18СП,772,12.8667,1605042086
8СП,775,12.9167,1605042089
2СП,786,13.1,1605042100
2АП,10,0.166667,1605042126
ЧДП,10,0.166667,1605042126
1АП,417,6.95,1605042630
3СП,464,7.73333,1605042676
5-7СП,470,7.83333,1605042683
16-18СП,419,6.98333,1605042767
8СП,421,7.01667,1605042769
2АП,431,7.18333,1605042779
ЧДП,431,7.18333,1605042779
2СП,433,7.21667,1605042781
2АП,10,0.166667,1605042808
ЧДП,10,0.166667,1605042808
1АП,621,10.35,1605043517
21-27СП,6807,113.45,1605043547
3СП,669,11.15,1605043564
5-7СП,674,11.2333,1605043570
16-18СП,754,12.5667,1605043656
8СП,756,12.6,1605043658
2АП,766,12.7667,1605043668
ЧДП,766,12.7667,1605043668
2СП,768,12.8,1605043670
2АП,10,0.166667,1605043697
ЧДП,10,0.166667,1605043697
20-38СП,364,6.06667,1605043747
10-32СП,392,6.53333,1605043775
30-36СП,402,6.7,1605043785
28СП,412,6.86667,1605043795
ЧГП,864,14.4,1605044739
1АП,877,14.6167,1605045026
4СП,1209,20.15,1605045084
3СП,978,16.3,1605045126
5-7СП,1005,16.75,1605045154
6-12СП,1478,24.6333,1605045353
16-18СП,1530,25.5,1605045405
16-18СП,170,2.83333,1605045622
8СП,173,2.88333,1605045625
2АП,178,2.96667,1605045630
ЧДП,178,2.96667,1605045630
2СП,188,3.13333,1605045640
2АП,10,0.166667,1605045670
ЧДП,10,0.166667,1605045670
1АП,375,6.25,1605045989
3СП,463,7.71667,1605046077
5-7СП,477,7.95,1605046091
11СП,488,8.13333,1605046102
ЧГП,696,11.6,1605046155
4СП,774,12.9,1605046233
6-12СП,786,13.1,1605046245
29СП,807,13.45,1605046290
13-15СП,829,13.8167,1605046318
9СП,837,13.95,1605046326
1СП,842,14.0333,1605046331
ЧГП,471,7.85,1605046795
4СП,545,9.08333,1605046869
6-12СП,557,9.28333,1605046881
29СП,597,9.95,1605046927
13-15СП,446,7.43333,1605046952
9СП,455,7.58333,1605046961
1СП,460,7.66667,1605046966
ЧГП,410,6.83333,1605047352
4СП,480,8.0,1605047422
6-12СП,491,8.18333,1605047433
29СП,442,7.36667,1605047473
13-15СП,368,6.13333,1605047495
9СП,375,6.25,1605047502
1СП,379,6.31667,1605047506
28СП,771,12.85,1605047514
30-36СП,797,13.2833,1605047540
10-32СП,869,14.4833,1605047613
20-38СП,513,8.55,1605047651
21-27СП,283,4.71667,1605047849
19-25СП,293,4.88333,1605047859
17СП,317,5.28333,1605047883
13-15СП,381,6.35,1605047940
9СП,425,7.08333,1605047984
1СП,457,7.61667,1605048016
1СП,323,5.38333,1605048357
3СП,339,5.65,1605048373
5-7СП,1046,17.4333,1605048410
11СП,1077,17.95,1605048441
1АП,267,4.45,1605048723
3СП,363,6.05,1605048819
5-7СП,369,6.15,1605048825
2АП,392,6.53333,1605048858
ЧДП,392,6.53333,1605048858
ЧГП,1313,21.8833,1605048894
16-18СП,431,7.18333,1605048897
8СП,433,7.21667,1605048899
2СП,444,7.4,1605048910
2АП,10,0.166667,1605048935
ЧДП,10,0.166667,1605048935
4СП,1398,23.3,1605048979
6-12СП,1411,23.5167,1605048992
29СП,920,15.3333,1605049038
13-15СП,676,11.2667,1605049062
9СП,684,11.4,1605049070
1СП,689,11.4833,1605049075
11СП,158,2.63333,1605049667
5-7СП,176,2.93333,1605049685
ЧГП,581,9.68333,1605049775
4СП,657,10.95,1605049851
6-12СП,669,11.15,1605049863
29СП,523,8.71667,1605049908
13-15СП,542,9.03333,1605049933
9СП,550,9.16667,1605049941
1СП,555,9.25,1605049946
1АП,516,8.6,1605050025
3СП,516,8.6,1605050025
5-7СП,63,1.05,1605050036
9СП,81,1.35,1605050054
13-15СП,120,2.0,1605050086
17СП,133,2.21667,1605050099
19-25СП,513,8.55,1605050104
21-27СП,551,9.18333,1605050141
20-38СП,318,5.3,1605050259
14-34СП,287,4.78333,1605050271
10-32СП,344,5.73333,1605050286
30-36СП,362,6.03333,1605050303
28СП,384,6.4,1605050325
ЧГП,736,12.2667,1605050725
4СП,821,13.6833,1605050810
6-12СП,834,13.9,1605050823
29СП,875,14.5833,1605050870
13-15СП,679,11.3167,1605050897
9СП,688,11.4667,1605050906
1СП,693,11.55,1605050911
ЧГП,286,4.76667,1605051183
4СП,312,5.2,1605051209
6-12СП,327,5.45,1605051224
29СП,376,6.26667,1605051279
13-15СП,241,4.01667,1605051303
9СП,250,4.16667,1605051312
1СП,256,4.26667,1605051318
28СП,1095,18.25,1605052035
30-36СП,1111,18.5167,1605052051
10-32СП,1156,19.2667,1605052096
20-38СП,431,7.18333,1605052136
21-27СП,217,3.61667,1605053004
19-25СП,225,3.75,1605053012
17СП,243,4.05,1605053030
1АП,270,4.5,1605053050
13-15СП,296,4.93333,1605053076
9СП,324,5.4,1605053104
5-7СП,340,5.66667,1605053120
1АП,27,0.45,1605053290
3СП,510,8.5,1605053290
5-7СП,173,2.88333,1605053330
11СП,218,3.63333,1605053375
ЧГП,2088,34.8,1605053390
4СП,2168,36.1333,1605053470
6-12СП,2181,36.35,1605053483
29СП,2149,35.8167,1605053530
13-15СП,406,6.76667,1605053556
9СП,415,6.91667,1605053565
1СП,420,7.0,1605053570
11СП,68,1.13333,1605054017
5-7СП,89,1.48333,1605054038
3СП,98,1.63333,1605054047
1СП,109,1.81667,1605054058
1СП,84,1.4,1605054156
9СП,106,1.76667,1605054178
13-15СП,251,4.18333,1605054209
17СП,266,4.43333,1605054224
19-25СП,265,4.41667,1605054230
21-27СП,298,4.96667,1605054263
1АП,610,10.1667,1605054688
3СП,652,10.8667,1605054730
