name,move_sec,length,speed_kmh,move_to_ts_name,self_ts_name,self_busy_sec
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1601513413
НАП(на_2П),18,376.0,75.2,1-9СП(к),НАП(к),1601517135
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601521882
НАП(на_1П),37,376.0,36.5838,1-9СП(к),НАП(к),1601525064
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1601526790
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601527466
НАП(на_2П),31,376.0,43.6645,1-9СП(к),НАП(к),1601533264
НАП(на_2П),52,376.0,26.0308,1-9СП(к),НАП(к),1601536392
НАП(на_3П),29,376.0,46.6759,1-9СП(к),НАП(к),1601542150
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601549830
НАП(на_2П),28,376.0,48.3429,1-9СП(к),НАП(к),1601550404
НАП(на_1П),44,376.0,30.7636,1-9СП(к),НАП(к),1601551074
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601557024
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601565591
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1601567947
НАП(на_2П),81,376.0,16.7111,1-9СП(к),НАП(к),1601570985
НАП(на_2П),31,376.0,43.6645,1-9СП(к),НАП(к),1601574387
НАП(на_1П),35,376.0,38.6743,1-9СП(к),НАП(к),1601575054
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601577565
НАП(на_2П),31,376.0,43.6645,1-9СП(к),НАП(к),1601579216
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601580983
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1601581980
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601582592
НАП(на_2П),30,376.0,45.12,1-9СП(к),НАП(к),1601584032
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601586040
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601587532
НАП(на_2П),29,376.0,46.6759,1-9СП(к),НАП(к),1601591147
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1601597391
НАП(на_3П),34,376.0,39.8118,1-9СП(к),НАП(к),1601599605
НАП(на_2П),21,376.0,64.4571,1-9СП(к),НАП(к),1601603481
НАП(на_1П),36,376.0,37.6,1-9СП(к),НАП(к),1601611573
НАП(на_2П),30,376.0,45.12,1-9СП(к),НАП(к),1601612070
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601615419
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601618621
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601621343
НАП(на_3П),43,376.0,31.4791,1-9СП(к),НАП(к),1601630064
НАП(на_2П),32,376.0,42.3,1-9СП(к),НАП(к),1601635723
